done_or_not,id_tei,lcnaf_uri,last_name,first_name,middle_name,display_name,other_names,birth_date,death_date,birth_place,death_place,gender,affiliations,bio_notes,data_notes,citations,notes,PYM index,Possible Duplication or other correction needed
,jlang1,,Langstaff,James,,James Langstaff,,,,,,m,review,Lived near Maidencreek Mtg in 1797.,,,,,
,clans1,,Lansing,,,Captain Lansing,,,,,,u,review,Captain of Schenectady sloop in 1793.,,,,,
,alaph1,,Lapham,Abraham,,Abraham Lapham,Abraham Lappum,1755,,,,m,friends;meetnp;meetsmith;meethoosi,"Abraham Lapham was received on Certificate at Nine Partners from Smithfield in in 1775, and married Esther Aldrich there a year later. He was disowned and then reinstated at East Hoosick. Lived on a farm in Genesee County, New York; had sawmill from approximately 1795.",,Hazard,husband of elaph1,,
,dlaph1,,Lapham,Daniel,,Daniel Lapham,,1783,,,,m,friends;meethoosi;nymindian;meetsmith,Member of NYYM Indian Committee in 1817. Probably the Daniel Lapham whose birth was recorded in the records of East Hoosack as 1783 and whose father was probably Daniel who moved from Smithfield to Saratoga in 1778. ,,Hazard,,,
,elaph1,,Lapham,Esther,,Esther Lapham,,1756,,,,f,friends;nymindian;meetuxbri,Born in 1756 at at Uxbridge. Wife of Abraham Lapham; member of NYYM Indian Committee in 1811. ,,Hazard,wife of alaph1,,
,ilaph1,,Lapham,Ira,,Ira Lapham,,1778,,,,m,friends;nymindian;eastmeet;meetfarmi;meethoosi,"Member of NYYM Indian Committee 1817-18. Member of Easton, Farmington, and East Hoosack. Birth recorded in the records of the latter as 1778.",,Hazard,,,
,alass1,,Lasselle,Ant.,,Ant. Lasselle,,,,,,m,review,Witness to 1795 Greenville treaty.,,,,,
,jlass1,,Lasselle,Jacques,,Jacques Lasselle,,,,,,m,review,Interpreter; witness to 1795 Greenville treaty.,,,,,
,elaug1,,Laughton,Elenor,,Elenor Laughton,,,,,,f,review,"English, dined with Sarah Emlen in Athens, New York in 1825; wife of John Laughton.",,,Wife of jlaug1,,
,jlaug1,,Laughton,John,,John Laughton,,,,,,m,review,"English, dined with Sarah Emlen in Athens, New York, in 1825; husband of Elenor Laughton.",,,Husband of elaug1,,
,clawr1,,Lawrence,Caleb,,Calib Lawrence,,,,,,m,friends;meetny,Calib Lawrence married Sarah Burling under the care of New York Monthly Meeting in 1754. He died in 1799.,,Hazard,,,
,jlawr1,,Lawrence,James,,James Lawrence,,1762,1846,,,m,friends;meetshrew,Subscribed to Indian fund at Shrewsbury in 1805. Died at Shrewsbury at the age of 86 in 1846.,Birth date is approximate,Hazard,,,
,llawr1,,Lawrence,Leonard,,Leonard Lawrence,,1741,1821,,,m,friends;nymindian;meetflush,"Leonard Lawrence was born in Flushing in 1741, son of Stephen and Amy of New York Monthly Meeting. He married out of unity in 1772 but acknowledged in  1788. Member of NYYM Indian Committee in 1797. He died at Flushing in 1821.",,Hazard,,,
,rlawr2,,Lawrence,Richard,,Richard Lawrence,,1719,1814,,,m,friends;pymind;meetshrew,PYM Indian Committee 1792. Member of Shrewsbury Monthly Meeting. Died in 1814 at the age of 95.,Birth date is approximate,Hazard,,,
,rlawr1,,Lawrence,Richard,R.,Richard R. Lawrence,,1765,,,,m,friends;meetny;meetshrew,"Born at Shrewsbury in 1765, son of Richard and Alice. Transferred to New York in 1785 as apprentice to Robert Bowne. Married Hannah Haydock in 1789. Died before 1828.",,Hazard,,,
,dlawr1,,Lawry,David,,David Lawry,,,,,,m,presby,Rev. David Lowery was appointed agent for the Winnebagoes in 1842. He erected a school at Old Mission and later transferred to Minnesota. He was originally from Kentucky and a Cumberland Presbyterian.,,"Past and Present of Winneshiek County, Iowa: A Record of Settlement, by Edwin C Bailey (1913)",,,
,alea1,,Lea,Amos,,Amos Lee,Amos Lea,1754,1832,,,m,friends,"Lived on a branch of the Manatawny Creek, where he lodged William Allinson for a night in 1809. The son of Thomas and Eleanor Ellis Lee, Amos married Sarah Pim at Bradford in 1782 and was a member of Exeter Monthly Meeting. Traveled with William Allinson to Catawissa in 1809.",,http://files.usgwarchives.net/pa/northumberland/bios/floyd/f656688.txt,,,
,cleab1,,Leaburn,,,Captain Leaburn,,,,,,m,review,Captain in Detroit in 1793.,,,,,
,tlear1,,Lear,Tobias,,Tobias Lear,,1762,1816-10-11,nhamp,wash,m,usag,Secretary to George Washington ,,https://en.wikipedia.org/wiki/Tobias_Lear,,,
,lede1,,Ledenburg,,,Ledenburg,,,,,,u,review,Former resident near Catawissa in 1803.,,,,,
,mlee1,,Lee,Mordecai,,Mordecai Lee,,1733,1812,,,m,friends;meetcat;maidem;meetexete,"Son of Anthony, Berks Co., Pa., Quaker; later at Catawissa Mtg., Columbia Co.; m. Deborah Starr at Maiden Creek Mtg. (1755); m. Mary Reed at Maiden Creek Mtg. (1806). An Elder of Exeter Meeting, died in 1812 at the age of 78.",,Drinker;Hinshaw,Brother oof slee1,,
,nlee1,,Lee,Nathan,,Nathan Lee,,,,,,m,friends;meetroar,"A Nathan Lee, son of John, was disowned for marrying Ruth in 1776 and reinstated in 1777. He lived near Roaring Creek Meeting in 1797.",,Hinshaw,,,
,slee1,,Lee,Samuel,,Samuel Lee,,1722,1802,,,m,friends;meetexete,"Brother of Mordecai Lee; member, Exeter Mtg., Berks Co., Pa.; m. Margaret Hughes at Exeter Mtg. (1747). He died in 1802 at the age of 79.",check for correct Samuel Lee,Drinker;Hinshaw,brother of mlee1,,
,tlee1,,Lee,Thomas,,Thomas Lee,,,,,,m,review,"Wife a member of the Society of Friends, lived near Crooked Lake, New York, in 1799.",,,,,
,tleek1,,Leeks,Thomas,,Thomas Leeks,,,,,,m,review,Boatman on the Allegheny River in 1798.,,,,,
,elegg1,,Leggate,Eliza,,Eliza Legggett,Eliza Leggate,,,,,f,friends;meetnantu;purmm;meetny;meetsprst,"Elizabeth Jenkins married Joseph Leggett at Nantucket meeting in 1806. She moved to New York, then to Purchase, back to New York, and finally to Spruce Street Monthly Meeting (Philadelphia) on 1846.",,Hinshaw;Hazard;Nantucket MM records,,,
,jlegg1,,Leggate,Joseph,,Joseph Leggett,Joseph Leggate,,,,,m,friends;meetnantu;meetny;purmm;meetsprst,"Joseph Leggett, son of Thomas and Mary of New York, married Elizabeth Jenkins under the care of Nantucket Monthly Meeting in 1806. The family moved from New York to Purchase in 1817, and returned to New York Monthly Meeting in 1831. The family transferred their membership to Spruce Street Monthly Meeting in 1846.",,Hinshaw;Hazard;Nantucket MM records,,,
,ilegg2,,Leggett,Isaac,,Isaac Leggett,,,,,,m,friends;nymindian;eastmeet;meethudson,"Isaac Leggett, son of Thomas and Mary, married Rebecca Starbuck at Easton in 1778. Member of the NYYM Indian Committee between 1795 and 1799. He moved to Purchase and married Judith Clark at Hudson in 1820.",,Hazard,,,
,legri1,,Legrie,,,Legrie,,,,,,m,review,"Probably Native American, associated with Five Medals and Little Turtle in 1806.",,,,,
,plenh1,,Lenhard,Peter,,Peter Lenhard,,,,,,m,review,"Resided about 14 miles east of the bridge over the Youghiogheny River, probably in Fayette County, Pennsylvania. Brother of Henry Lenhart of Baltimore.",,,,,
,lleno1,,Lenox,Lydia,,Lydia Lenox,,,,,,f,review,Friend of Sarah Emlen in 1825.,,,,,
,glepl1,,Lepley,George,,George Lepley,,,,,,m,review,Farmer who lived at Nowland's Ferry in1804.,,,,,
,cletc1,,Letchman,Catharine,,Catharine Letchman,,,,,,f,friends,Signed letter to Stockbridge women in 1810.,,,,,
,eletc1,,Letchman,Esther,,Esther Letchman,,,,,,f,friends,Signed letter to Stockbridge women in 1810.,,,,,
,jlett1,,Lettsom,John,Coakley,Dr. John Coakley Lettsom,Doctor Lettsom;John Lettsome,1744,1815,,,m,review,"English philanthropist, founder of the Medical Society of London",,https://en.wikipedia.org/wiki/John_Coakley_Lettsom,,,
,fleve1,,Levenburgh,Frederic,,Frederick Levenburg,Frederic Levenburgh,,,,,m,review,Lived near Cattawissa in 1796,,,,,
,elevi1,,Levis,Esther,,Esther Levis,,,,,,f,friends,Accompanied Sarah Emlen in her 1825 travels.,,,,,
,elewi1,,Lewis,Enoch,,Enoch Lewis,,1776,,,,m,friends;meetrad;meetngard;meetwestg,"Enoch Lewis, son of Evan and Jane of Radnor Monthly Meeting, married Alice Jackson at New Garden Meeting in 1799 and Lydia Jackson at West Grove in 1815. Visited tribes in 1837.",,Hazard;Hinshaw,,,
,mlewi1,,Lewis,Marshal,,Marshal Lewis,,,,,,m,review,Contractor for Erie canal work in 1815.,,,,,
,jlewi1,,Lewis,Thomas,,Thomas Lewis,,,,,,m,usag,"Captain Thomas Lewis, 3d United States Regiment, Aide de Camp to General Wayne; witness to 1795 treaty.",,,,,
,eleyb1,,Leybourne,E.,W.,E.W. Leybourne,,,,,,m,brit,Captain in 24th British regiment in Detroit 1793.,,,,,
,ljo1,,Lieutenant Jo,,,Lieutenant Jo,,,,,,u,seneca,,,,,,
,tligh1,,Lightfoot,Thomas,,Thomas Lightfoot,,1742,1821,,,m,friends;maidem;meetexete,"Quaker family, born in Chester County; moved to Exeter Meeting in 1755, where his father, Jacob Lightfoot, helped found Maiden Creek Mtg., and his mother, Mary Bonsall Lightfoot, was a minister. Married Hannah Wright at Maiden Creek Meeting House in 1774. Died in 1821, an Elder, aged 79.",,Hinshaw,,1,
,glinc1,,Lincoln,Benjamin,,General Benjamin Lincoln,,1733,1810,mass,mass,m,usag,Major General during American Revolution; 2nd Lieutenant Governor of Massachusetts (1788-1789); 1st United States Secretary at War (1781-1783),,https://en.wikipedia.org/wiki/Benjamin_Lincoln,,,
,clind1,,Lindley,,,Captain Lindley,,,,,,m,review,reference to Captain Lindley who took shelter under a ledge near Tonawanda in 1797.,,,,,
,clind2,,Lindley,,,Colonel Lindley,Colonel Lindsley,1737,1794,,,m,review,"Lieutenant Colonel Eleazer Lindsley, a Revolutionary War veteran, held commissions in Spencer's Regiment, the Jersey Blues, and the Continental Army. Resided near Bath, New York, in 1793.",,http://www.findagrave.com/cgi-bin/fg.cgi?page=gr&GRid=50314140,Husband of wlind1,,
,hlind1,,Lindley,Hannah,Miller,Hannah Miller Lindley,,1755,1798,newga,,f,friends;pym,"Daughter of James and Rebecca Miller of New Garden, PA. Married William Miller, 2 daughters. Served as a minister among friends. Married again to Jacob Lindley. Attended Yearly Meeting in Philadelphia in 1798 and took yellow fever. Died aged 43",,DQB,wife of jlind1,,
,jlind1,,Lindley,Jacob,,Jacob Lindley,Jacob Lindly,1744,1816,newga,,m,friends;pymind,"Chester Co., Pa. Quaker minister; traveled to Sandusky, Ohio, with delegation of other Quakers from Phila. Yearly Mtg. in an effort to bring about peace between Northwest Indians and U.S. government; ministerial travels from Canada to Carolinas; temperance advocate; m. twice, first to Hannah Miller, second time to Ruth-Anna Rutter (1800). Indian Committee of PYM. Was active in founding of Westtown School, 1797.",,Drinker;DQB,"husband of hlind1, husband of rruth1","1, 39, 45, etc",
,slind,,Lindley,Samuel,,Samuel Lindley,,,,,,m,review,"Major, lived near Tioga in 1793.",,,,,
,glind1,,Lindsay,George,,Gau-ni-dough,George Lindsay,,,,,m,seneca,"Chief, signed 1837 Remonstrance of Chiefs, 1838 treaty.",,,,,
,wlind1,,Lindsley,Mary,,Widow Lindsley,,,,,,f,review,Lived near Tioga in 1803. Probably the widow of Colonel Eleazer Lindsley who died in 1793 or 1794.,,http://www.findagrave.com/cgi-bin/fg.cgi?page=gr&GRid=50314140,Wife of clind2,,
,hline1,,Lines,Hannah,,Hannah Lines,,,,,,f,friends;nymindian,NYYM Indian Committee 1815; appointed to visit tribes and see to the erection of a schoolhouse in Oneida.,,,,,
,slint1,,Linton,Samuel,,Samuel Linton,,,,,,m,review,Lived in Wainsville in 1804.,,,,,
,tlion1,,Lion,T.,,T. Lion,,,,,,u,review,Lived in Chenango in 1796.,,,,,
,wlipp1,,Lippincott,William,,William Lippincott,,1738,1802,,,m,friends;meetnord,"Philadelphia Quaker merchant. Son of N.J. Quakers Jacob Lippincott and Mary Burr Lippincott; m. Sarah Bispham (1771); member, N. District Monthly Meeting. Died in 1802 aged 64.",Birth date is approximate,Drinker;Hinshaw,,458,
done,litbi1,,Little Billy,,,Fosh-ka-uga,Gishkaka;Jish-ge-ge;Katy-did; Little Billy,,1834,,buffc,m,seneca,Seneca War Chief. ,,1826 treaty,,,
,lhill1,,Little Hill,,,Little Hill,,,,,,m,winne,"Winnebago Chief, headed a delegation to talk to Agent Lowry at Ft. Atkinson. Argued against the President’s policy of punishing the treaty-abiding faction of the Winnebago Nation. ",,http://www.ho-chunknation.com/media/9205/ho-chunkhistorytimeline.pdf,,,
,lturt1,,Little Turtle,,,Meshekunnoghquoh,Michikinikwa;Meshekunnoghquoh;Michikinakoua;Michikiniqua;Me-She-Kin-No;Meshecunnaquan;Mischecanocquah;Little Turtle,1747,1812,,,m,miami,Miami Chief. Visited Philadelphia and Baltimore Yearly Meeting in 1801 and 1807. Corresponded with BYM 1803-1809. Died of attack of gout in the chest.,Birth date is approximate,https://en.wikipedia.org/wiki/Little_Turtle,sent letter to BYM in 1803 requesting visit,,
,clitt1,,Littleman,Catharine,,Catharine Littleman,,1780,1843,,,f,stockbridge,Member of Society of the Females of New Stockbridge.,,ancestry.com,signed letter to Joseph Frost 1812,,
,elitt2,,Littleman,Eshter,,Esther Littleman,Eshter Littleman,,,,,f,stockbridge,Member of Society of the Females of New Stockbridge. Signed a letter to Friends in New York in 1797.,,,"signed letter to Joseph Frost 1812, letter to female Quakers 1797",,
,elivi1,,Livingston,Edward,,Edward Livingston,,1764,1836,newyo,newyo,m,usag,"New York and later Louisiana jurist and statesman, Secretary of State 1831-1833; US Senator from Louisiana (1829-1831); US Representative from Louisiana (1823-1829); Mayor of New York City (1801-1803); US Representative from New York (1795-1801).",,https://en.wikipedia.org/wiki/Edward_Livingston,,,
,jlloy1,,Lloyd,John,,John Lloyd Jr.,,1759,1838,,,m,friends;meetuwchl;short,"John Lloyd Jr., son of John and Susanna Field Lloyd, married Mercy Baldwin at Uwchlan in 1787. Resided in Cattawissa from at least 1793 through 1797. Died in 1838, an Elder at Short Creek Meeting.",,"A Genealogical Record of the Friends or Quakkers, by John E. Eshelman, ca. 1917 (mss.)",,,
,ploss1,,Lossing,Peter,,Peter Lossing,,,,,,friends,friends;nymindian;meetoblon;meetpelh,"Born at Beekman in 1761, son of Nicholas. Married Hannah Brill in 1781, then married Catherine DeLong out of unity in 1806. Acknowledged to Oblong in 1810 and then moved to Pelham the following year. NYYM Indian Committee 1795-99.",,"The Settlers of the Beekman Patent, by Frank J. Doherty (2005)",,,
,jlough1,,Loughrey,Joseph,,Joseph Loughrey,,,,,,m,review,"An early settler of Steuben County, New York. Loughrey lived near Canisteo Creek, where he lodged William Allinson in 1809.",,"An Outline History of Tioga and Bradford Counties in Pennsylvania, Chemung (1885)",,,
,jlove1,,Love,John,,John Love,,17??,1822-08-17,,alexa,m,usag,Virginia House of Delegates (1805-1807); US House of Representatives (1807-1811); Virginia State Senate (1816-1820),,https://en.wikipedia.org/wiki/John_Love_(congressman),,,
,flove1,,Lovelace,Francis,,Francis Lovelace,,1621,1675,engl,engl,m,brit,"English, second governor of New York colony.",Birth date is approximate,https://en.wikipedia.org/wiki/Francis_Lovelace,,,
,jluke1,,Luke,John,,John Luke,,,,,,m,seneca,"Seneca Chief, signed letter to NY Quakers 1827 and 1837 Remonstrance of Chiefs.",,,,,
,jlund1,,Lundy,Jacob,,Jacob Lundy,Jacob Lunday;Jacob Lundas,1751,1806,,,m,friends;meetrahwa;meethardw,"Son of Jacob Lundy (1721-1800) and Mary Willson Lundy; b. Harwick Twp., Sussex Co., N.J.; m. Sarah Shotwell Hampton at Rahway-Plainfield Mtg. (1783). Clerk, elder (1772), Hardwick Mtg. In 1801 visited Friends in the remote parts of PA. Again in 1805 he visited at Redstone.",,Drinker;Hazard,,,
,slunda1,,Lundy,Sarah,,Sarah Lundy,Sarah Lundas,1748,1803,,,f,friends,"N.J. Quaker minister. m. William Hampton (1768); four children; m. (1783) Jacob Lundy (1751-1806). Ministerial travels in N.J., N.Y., New England, Canada.",birth date approximate,Drinker,,,
,wlund1,,Lundy,William,,William Lundy,William Lunday,,,,,m,review;meetking;friends;meetcat,"Lived near the Federal Meeting House at Niagara Falls in 1799. Said to have forfeited his right in the Society of Friends, former member of Kingwood Monthly Meeting. Probably the same William Lundy who married out of unity at Catawissa in 1798 and acknowledged. The latter was the son of Samuel and Sarah Webster Lundy and was born in 1770. He moved with his wife, Agnes Randall, to Canada in 1800 and settled near Newmarket, Ontario.",,"The Lundy Family and their Descendants, by William Clinton Armstrong (1902);Hinshaw",,,
,dlupt1,,Lupton,David,,David Lupton,,1757,,,,m,friends;meethope,"David Lupton was a member of Hopewell Meeeting, the son of Joseph and Rachel Bull Lupton. He married Mary Hollingsworth. Lived at the foot of North Mountain in 1804.",,,,,
,wlupt1,,Lupton,William,,William Lupton,,,,,,m,review,Lived along Lee's Creek (Paint Creek) in Ohio in 1804.,,,,,
,wlurh1,,Lurhrey,William,,William Lurhrey,,,,,,m,review,"Mentioned in NYYM accounts (for ""scholl""), 1815.",,,,,
,alurm1,,Lurman ,Aaron,,Aaron Lurman,,,,,,m,review,"Lived on the banks of Pine Creek, where William Allinson lodged for a night in 1809. The Creek here was particularly broad.",,,,,
,hlush1,,Lushington,Henry,,Henry Lushington,,1812,1855,engl,paris2,m,review,H.B.M. Consul General in Naples.,,https://en.wikipedia.org/wiki/Henry_Lushington,,,
,clynd1,,Lynds,Elam,,Captain Elam Lyndes,Elam Lindes,1784,1855,connt,nycit,m,review,"Warden, Auburn State Prison (1821-1825); Warden of Sing Sing (1825-1830).",,https://en.wikipedia.org/wiki/Elam_Lynds,,,
,jmgre1,,M'Grew,James,,James McGrew,James M'Grew,,,,,m,friends;bymindian;meetwestl;meetmenal,James and Jane McGrew were received at Westland Monthly Meeting from Menallen in 1787. Member of BYM Indian Committee in 1796.,,Hinshaw,,,
,minti1,,M'Intire,,,John M'Intire,John McIntire,1759,1815,,,m,review,"Politician and one of the founders of Zanesville, Ohio. He was born in Virginia and married Sarah M. Zane in December of 1787. In 1797 he was deeded land by his father-in-law, Ebenezer Zane. McIntire was instrumental in developing the canal along the Muskingum River. He built a dam on the river and opened the Zanesville Canal and Manufacturing Company. ",,http://www.findagrave.com/cgi-bin/fg.cgi?page=gr&GRid=63747140,,,
,tmacc1,,MacCall,Thomas,,Thomas McCall,Thomas McCaull,1774,1849,,,m,friends;purmm;meetny,"A Thomas McCaull requested membership with Friends at Purchase in 1808. Appointed to teach school in Oneida in 1811. He moved back and forth between Purchase and New York Monthly Meetings between 1826 and 1835, and died at Purchase in 1849 at the age of 75 years.",Birth date is approximate,Hazard,,,
,amack1,,Mackenzie,Alexander,,Alexander Mackenzie,Alexander McKenzie;Alexander M'Kenzie,1764,1820-03-12,scot,scot,m,review,"Scottish Explorer, crossed over Canada to reach Pacific Ocean in 1793.",,https://en.wikipedia.org/wiki/Alexander_Mackenzie_(explorer),,,
,cmacu1,,Macumber,Caleb,,Caleb Macomber,Caleb Maccumber;Caleb McCombre;Caleb McComber;Caleb Makcumber,,,,,m,friends;meethoosi;meetfarmi;nymindian,"Caleb Makcumber, son of Caleb and Rachel, married Esther Baker at East Hoosack in 1797.  Lived with wife near Abraham Lapham in 1798. By 1809, Caleb and Esther were members of Farmington Meeting. NYYM Indian Committee in 1819.",,Hazard,,,
,jmadc1,,Madcalf,John,,John Madcalf,John Metcalf,,,,,m,review,Publican near Bath in 1796. Lived at the head of Canandaigua Lake in 1794.,,,,,
,wmadd1,,Maddock,,,Widow Maddock,,,,,,f,review,"Lived near Rahway in 1825, sister of Phebe Shotwell Marshall of Philadelphia. ",,,Sister of pmars1,,
,jmadi1,,Madison,James,,James Madison,,1751,1836,virgi,virgi,m,usag,"Founding father; US Representative from Virginia (1789-1793, 1793-1797); US Secretary of State (1801-1809); US President (1809-1817)",,https://en.wikipedia.org/wiki/James_Madison,,,
,jmaga1,,Magarth,James,,James Magarth,,,,,,m,brit,Captain in 24th British regiment in Detroit 1793,,,,,
,mai1,,Mai i rai,,,Mai i rai,Walk on the Water,,,,,m,wyandot,"Wyandot Chief, associate with the Crane, delivered a speech to Quakers in Detroit in 1798.",,,,,
,jmanc1,,Manchester,Jabes,,Jabez Manchester,,1764,,,,m,review,"In 1796, Jabez Manchester of Westport, Massachusetts, published his intention to marry Alice Burden of Tiverton. Lived near Providence in 1825. He is probably the same Jabez Manchester who later resided in Saratoga County, New York, a member of Galway Monthly Meeting.",,ancestry.com,,,
,wmarc1,,Marcy,William,L.,William L. Marcy,,1786,1857,,,m,usag,"In the War Dept, signed liquor regulations in 1847.",,https://en.wikipedia.org/wiki/William_L._Marcy,,,
,jmari1,,Maris,Jesse,,Jesse Maris,,,,,,m,review,Companion of Sarah Emlen in 1825.,,,,,
,marp1,,Marpuck,,,Marpuck,Marpau;Mucketeypokee;Mucktypoke;Mka-da-puk-ke;Muccutay Penay;Makadebakii;Mkadébki;Black Partridge,1744,,,,m,potaw,Potowatomi Chief  between1804 and 1808.,Birthdate is approximate,https://en.wikipedia.org/wiki/Black_Partridge_(chief),,,
,cmarr1,,Marriott,Charles,,Charles Marriott,,1782,1843,engl,,m,friends,"Lived near Athens in 1825; had sisters Tabitha, Lucia, and Margaret. Born in England, son of Henry and Margaret Marriott. c. 1800, the family moved to Hudson, NY. Abolitionist, wanted the Society to take a firmer stand against slavery. Married Sarah White Corlies (widow of Jacob Corlies) in 1836. 1840, was clerk of ""New York Association of Friends for the Relief of those held in Slavery. Was disowned in 1842 for ""attempting to spread disunity"" although he claimed innocence, and continued to attend first and fifth-day meetings.",,DQB,,,
,jmarr1,,Marriott,Johnathan,,Johnathan Marriott,,,,,,m,review,Lived near Nine Partners in 1825,,,,,
,lmarr1,,Marriott,Lucia,,Lucia Marriott,,,,,,f,review,sister of Charles Marriott,,,,,
,mmarr1,,Marriott,Margaret,,Margaret Marriott,,,,,,f,review,sister of Charles Marriott,,,,,
,smarr1,,Marriott,Samuel,,Samuel Marriott,,,,,,m,review,brother of Charles Marriott; lives in Ghent 1825,,,,,
,tmarr1,,Marriott,Tabitha,,Tabitha Marriott,,,,,,f,review,sister of Charles Marriott,,,,,
,cmars1,,Marseilles,,,Captain Marseilles,Marseilace,,,,,m,review,Captain of Sloop Vley in Albany 1793,,,,"12, 13, 44, etc",
,jmars1,,Marsh,Joseph,,Joseph Marsh,,1726,1811,connt,vermo,m,review,Vermont officer in the American Revolution; Lieutenant Governor of Vermont (1778-1779),,https://en.wikipedia.org/wiki/Joseph_Marsh,,,
,smars1,,Marsh,Silas,,Silas Marsh,,,,,,m,review,"A lawyer admitted to practice in Ontario County, New York, in 1794.",,"Courts and Lawyers of New York: A History, 1609-1925, Vol.1, by Alden Chester et.al. (2004)",,,
,bmars1,,Marshall,Benjamin,,Benjamin Marshall,,,,,,m,creek,Waelthy and influential member of the Creek Nation in the 1840s.,,,,,
,jmars2,,Marshall,John,,John Marshall,,1755,1835,virgi,phila,m,usag,US Representative from Virginia (1799-1800); US Secretary of State (1800-1801); Chief Justice of the United States (1801-1835),,https://en.wikipedia.org/wiki/John_Marshall,,,
,pmars1,,Marshall,Phebe,,Phoebe Marshall,,1780,,,,f,friends,"Phoebe, daughter of John and Margaret Shotwell,  married (1804) Christopher Marshall (b. 1773).",,Drinker,Sister of wmadd1,,
,mary1,,Mary,,,Mary,,,,,,f,mahican,"Daughter of Abram, a Mahican chief; visited Joseph Moore & Jacob Lindley in 1793.",,,Daughter of Abram,,
,bmaso1,,Mason,Benjamin,,Benjamin Mason,,,,,,m,friends;pymind,"Probably the Benjamin Mason, son of Richard and Abigail, who married Mary Wiley at Northern District meeting in 1776. Member of PYM Indian Committee in 1792 and 1793.",,Hinshaw,,,
,maso1,,Mason,John,,John Mason,,1766,1849,,,m,review,"American merchant, banker, and planter. General in the District of Columbia militia. Lived on Mason's Island near Washington city 1805.",,https://en.wikipedia.org/wiki/John_Mason_(planter),,,
,gmass1,,Massey,George,,George Massey,,1767,1848,,,m,friends;meetuwchl,"Quaker tanner, W. Whiteland, Pa. Son of Isaac Massey and Phoebe Ashbridge Massey; m. (1792) Susannah Valentine (1766-1821), daughter of Robert Valentine (1717-86) and Rachel Edge Valentine. Clerk, Uwchlan Mtg.; Federalist candidate, state auditor (1814); official, Westtown School (1800-1822); director, W. Whiteland common school district (1838).",,Drinker,,,
,mmasy1,,Masyer,Michal,,Michal Masyer,,,,,,m,review,Lived near Muncy Valley in 1797,,,,,
,tmatl1,,Matlack,Timothy,,Timothy Matlack,,1736,1829,haddo,penns,m,review,"Son of Timothy Matlack and Martha Burr Matlack; b. Haddonfield, N.J.; m. (1758) Ellen Yarnall (d. 1791); m. Elizabeth Claypoole Copper (1797). Disowned by Soc. of Friends (1765); leader, Free Quakers; army colonel; clerk, Cont. Cong. (1776); member, U.S. Congress (1780).",,"Drinker, https://en.wikipedia.org/wiki/Timothy_Matlack",,,
,tmatt1,,Matthews,Thomas,,Thomas Matthews,,1749,,,,m,friends,"Leesburg, Va., Quaker minister (by 1788). Son of Daniel Matthews and Ann Hague Matthews; m. Sarah Johnson (1784). Member of Baltimore Yearly Meting Indian Committee.",,Drinker,,,
,jmatt1,,Matthewson,John,,John Matthewson,,,,,,m,review,Lived in Otego in 1796.,,,,,
,emauk1,,Maukhtoaquauwusquch,Elizabeth,,Maukhtoaquauwusquch,Jersey,,,,,f,stockbridge,Signed address at New Stockbridge in 1805.,,,,,
,emaun1,,Maunnautheet,Ebenezer,,Ebenezer Manawsett,Ebenezer Maunauseet;Ebenezer Manawsett,,,,,m,stockbridge,Probably the same Ebenezer Manawsett who was with General Gates in 1778. Appointed to visit other tribes in 1807.,,,,,
,mcall1,,McAllister,Archibald,,Archibald McAllister,,,,,,m,review,"Owned inn called ""The Practical Farmer"" between Peter's Mountain and Harrisburg in 1803.",,http://twipa.blogspot.com/2014/09/m-is-for-mcallister-military-master.html,,,
,wmcco2,,McComb,William,,William McComb,,,,,,m,review,"Esquire. One ot two brothers from County Antrim in Ireland, who moved to Detroit from Albany, N.Y. around 1770, were real estate speculators and merchants in the British garrison at Fort Detroit. By 1795, the family owned a lot of property in the city as well as most of the islands in the Detroit River. They purchased Belle Isle in 1794 and sold it in 1817. Grosse Ile, for years the family’s home, was acquired in 1776 by treaty with the Potawatomi Indians. ",,http://www.hourdetroit.com/Hour-Detroit/March-2015/Macombs-Irish-Legacy/,,,
,dmcco1,,McCormick,Daniel,,Daniel McCormick,,,,,,m,review,"Owned house on Wall Street in New York, 1834.",,,,,
,wmcco1,,McCoskry,William,,Dr. William M'Caskey,,,,,,m,review,Passenger aboard Dunmore headed for Detroit in 1793; had been with St. Clair's army.,,,,,
,wmcgi1,,McGill,William,,William McGill,,,,,,m,review,Worked for the Office of Indian Affairs in 1847. ,,,,,
,amcgi1,,McGillivray,Alexander,,Hoboi-Hili-Miko,Alexander McGillivrey,1750,1793,,,m,creek,"Creek leader, created an alliance between Creek and British during American Revolution.",,https://en.wikipedia.org/wiki/Alexander_McGillivray,,,
,jmcke1,,McKean,Thomas,,Judge Thomas McKean,,1734,1817,newlon,phila,m,usag;penngov;presby,"Represented Del. in Congress throughout most of the Revolution. Signer, Declaration of Independence. Chief justice, Pa. (1777-99); governor, Pa. (1799-1808). m. Mary Borden (1763); m. Sarah Armitage (1774).",,"Drinker, https://en.wikipedia.org/wiki/Thomas_McKean",,,
,tmcke1,,McKee,Thomas,,Captain McKee,M'Kee,1770,1814,,,m,cangov,British Superintendent of Indian affairs; situated at Miami Rapids 1793,Birth date is approximate,https://en.wikipedia.org/wiki/Thomas_McKee,,,
